epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,19249.1,0.55901,0.31428,0.79062,0.96123,0.85066,0.9162,0.76782,0.68813,0.31853,0.79607,3.71404e-05,3.71404e-05,3.71404e-05
166,19365.7,0.55395,0.31155,0.79019,0.96387,0.85276,0.91774,0.77205,0.68015,0.31554,0.79544,3.70315e-05,3.70315e-05,3.70315e-05
167,19483.9,0.55368,0.31121,0.78996,0.96355,0.85046,0.91784,0.76568,0.70821,0.32341,0.7965,3.69226e-05,3.69226e-05,3.69226e-05
168,19600.3,0.55588,0.31206,0.79084,0.95352,0.85753,0.91856,0.7691,0.69595,0.32076,0.79617,3.68137e-05,3.68137e-05,3.68137e-05
169,19716.5,0.54846,0.30896,0.7908,0.96033,0.85553,0.91801,0.77526,0.67194,0.31363,0.79491,3.67048e-05,3.67048e-05,3.67048e-05
170,19833.1,0.54809,0.30922,0.79069,0.95965,0.85535,0.91812,0.77298,0.68317,0.31599,0.79532,3.65959e-05,3.65959e-05,3.65959e-05
171,19949.8,0.54961,0.30892,0.79006,0.95779,0.854,0.9172,0.77436,0.66996,0.31307,0.79462,3.6487e-05,3.6487e-05,3.6487e-05
172,20066.3,0.55025,0.30868,0.79001,0.95502,0.85696,0.91689,0.77327,0.67309,0.31314,0.79484,3.63781e-05,3.63781e-05,3.63781e-05
173,20182.9,0.54937,0.30773,0.78949,0.96411,0.85258,0.91751,0.77142,0.68563,0.31563,0.79519,3.62692e-05,3.62692e-05,3.62692e-05
174,20299.4,0.54677,0.30841,0.79036,0.95797,0.8571,0.91901,0.7773,0.66108,0.3096,0.79426,3.61603e-05,3.61603e-05,3.61603e-05
175,20416.2,0.54766,0.30802,0.7904,0.96757,0.8528,0.91859,0.77371,0.68494,0.31587,0.79527,3.60514e-05,3.60514e-05,3.60514e-05
176,20532.7,0.54718,0.30835,0.79009,0.96369,0.85234,0.91621,0.76983,0.68894,0.31647,0.79541,3.59425e-05,3.59425e-05,3.59425e-05
177,20649.2,0.54952,0.30978,0.79108,0.95951,0.85491,0.91694,0.77209,0.68993,0.31721,0.79549,3.58336e-05,3.58336e-05,3.58336e-05
178,20765.9,0.54962,0.31,0.78899,0.96514,0.85827,0.91998,0.77727,0.67643,0.31392,0.79433,3.57247e-05,3.57247e-05,3.57247e-05
179,20882.7,0.54847,0.30869,0.79002,0.96721,0.8525,0.91799,0.77354,0.6794,0.31401,0.79473,3.56158e-05,3.56158e-05,3.56158e-05
180,20999.2,0.54447,0.30722,0.7888,0.95988,0.85604,0.91758,0.77435,0.67545,0.31292,0.79466,3.55069e-05,3.55069e-05,3.55069e-05
181,21115.7,0.54371,0.30609,0.78932,0.96311,0.85531,0.91801,0.77376,0.68503,0.31518,0.7949,3.5398e-05,3.5398e-05,3.5398e-05
182,21232,0.53933,0.30442,0.78919,0.96561,0.85341,0.91909,0.77711,0.66632,0.30997,0.79382,3.52891e-05,3.52891e-05,3.52891e-05
183,21348.4,0.54235,0.30613,0.79004,0.96415,0.85533,0.91866,0.776,0.6762,0.31249,0.79454,3.51802e-05,3.51802e-05,3.51802e-05
184,21465,0.54581,0.30616,0.78974,0.96342,0.85638,0.91696,0.77402,0.67729,0.31256,0.79445,3.50713e-05,3.50713e-05,3.50713e-05
185,21581.5,0.5386,0.30404,0.79001,0.96889,0.85288,0.91816,0.77816,0.66387,0.30955,0.79383,3.49624e-05,3.49624e-05,3.49624e-05
186,21698.3,0.53977,0.30407,0.78884,0.9663,0.8526,0.91801,0.77379,0.68186,0.31303,0.79454,3.48535e-05,3.48535e-05,3.48535e-05
187,21814.8,0.53897,0.30317,0.78902,0.96662,0.85169,0.91886,0.7755,0.6686,0.30936,0.79418,3.47446e-05,3.47446e-05,3.47446e-05
188,21931.7,0.54396,0.30531,0.78859,0.96506,0.85346,0.91921,0.77542,0.67473,0.31192,0.79432,3.46357e-05,3.46357e-05,3.46357e-05
189,22048.2,0.5377,0.30369,0.78863,0.96465,0.85637,0.91956,0.77655,0.67178,0.31092,0.79439,3.45268e-05,3.45268e-05,3.45268e-05
190,22164.7,0.54109,0.30384,0.78898,0.96122,0.85752,0.91941,0.77666,0.66748,0.3092,0.79398,3.44179e-05,3.44179e-05,3.44179e-05
191,22281.2,0.53892,0.30396,0.78878,0.9659,0.85474,0.91996,0.77937,0.65972,0.30719,0.7935,3.4309e-05,3.4309e-05,3.4309e-05
192,22397.9,0.53531,0.30116,0.78858,0.9637,0.8581,0.92031,0.77937,0.65927,0.30668,0.79347,3.42001e-05,3.42001e-05,3.42001e-05
193,22514.5,0.5336,0.30142,0.78876,0.96043,0.85792,0.91957,0.77861,0.66114,0.30702,0.79352,3.40912e-05,3.40912e-05,3.40912e-05
194,22631.1,0.53397,0.30144,0.78829,0.96023,0.86006,0.9196,0.77585,0.68037,0.31146,0.79428,3.39823e-05,3.39823e-05,3.39823e-05
195,22747.5,0.52976,0.30028,0.78883,0.96547,0.85696,0.91932,0.77948,0.65904,0.30582,0.79346,3.38734e-05,3.38734e-05,3.38734e-05
196,22864,0.53247,0.30137,0.7895,0.96544,0.8577,0.91979,0.77888,0.65853,0.30577,0.79345,3.37645e-05,3.37645e-05,3.37645e-05
197,22980.6,0.53367,0.3009,0.78834,0.96772,0.85687,0.919,0.77998,0.65423,0.3043,0.79289,3.36556e-05,3.36556e-05,3.36556e-05
198,23097.1,0.53039,0.30037,0.78815,0.95604,0.86304,0.91963,0.77996,0.65184,0.30419,0.79284,3.35467e-05,3.35467e-05,3.35467e-05
199,23213.4,0.52666,0.29784,0.78863,0.96434,0.85525,0.91977,0.77956,0.66129,0.30614,0.79303,3.34378e-05,3.34378e-05,3.34378e-05
200,23329.9,0.52908,0.29919,0.78825,0.95926,0.85678,0.91899,0.77548,0.68064,0.31045,0.794,3.33289e-05,3.33289e-05,3.33289e-05
201,23446.5,0.52745,0.2973,0.78734,0.96439,0.85597,0.91765,0.77439,0.6761,0.30943,0.79403,3.322e-05,3.322e-05,3.322e-05
202,23563.2,0.52762,0.29746,0.78702,0.96299,0.85812,0.92101,0.77859,0.66776,0.30724,0.79372,3.31111e-05,3.31111e-05,3.31111e-05
203,23679.6,0.52859,0.29782,0.78831,0.95915,0.85865,0.91941,0.77947,0.66362,0.30652,0.79335,3.30022e-05,3.30022e-05,3.30022e-05
204,23795.9,0.52369,0.29642,0.78789,0.96957,0.85285,0.92009,0.77956,0.66615,0.30684,0.7934,3.28933e-05,3.28933e-05,3.28933e-05
205,23912.4,0.53191,0.29981,0.78816,0.96611,0.85506,0.91883,0.7779,0.67402,0.30846,0.79368,3.27844e-05,3.27844e-05,3.27844e-05
206,24028.8,0.52483,0.29756,0.78802,0.96462,0.85706,0.91903,0.77647,0.67447,0.30936,0.79356,3.26755e-05,3.26755e-05,3.26755e-05
207,24145.1,0.52554,0.29806,0.78849,0.96434,0.85675,0.9192,0.77761,0.67227,0.30843,0.7933,3.25666e-05,3.25666e-05,3.25666e-05
208,24261.6,0.52791,0.29801,0.78843,0.96339,0.85698,0.9195,0.77996,0.66019,0.30542,0.79309,3.24577e-05,3.24577e-05,3.24577e-05
209,24378.2,0.52076,0.2946,0.7871,0.96161,0.85942,0.92004,0.77803,0.66618,0.30614,0.79308,3.23488e-05,3.23488e-05,3.23488e-05
210,24494.7,0.52038,0.29415,0.78781,0.95972,0.85955,0.91914,0.77738,0.67139,0.30716,0.79341,3.22399e-05,3.22399e-05,3.22399e-05
211,24611.4,0.52899,0.29844,0.787,0.96217,0.85933,0.91997,0.77802,0.66753,0.30594,0.79343,3.2131e-05,3.2131e-05,3.2131e-05
212,24727.8,0.52188,0.29502,0.7868,0.96115,0.85982,0.9207,0.78083,0.6594,0.30444,0.79304,3.20221e-05,3.20221e-05,3.20221e-05
213,24844.4,0.51603,0.29271,0.78751,0.96587,0.85695,0.92079,0.7788,0.66492,0.30548,0.79326,3.19132e-05,3.19132e-05,3.19132e-05
214,24961,0.51992,0.2952,0.78765,0.96428,0.85781,0.92058,0.77907,0.66342,0.30482,0.79299,3.18043e-05,3.18043e-05,3.18043e-05
215,25077.4,0.52038,0.29404,0.78687,0.96909,0.85722,0.92062,0.77966,0.66444,0.30489,0.79305,3.16954e-05,3.16954e-05,3.16954e-05
216,25193.9,0.51721,0.29347,0.78678,0.96847,0.85428,0.91975,0.77874,0.65952,0.30385,0.79293,3.15865e-05,3.15865e-05,3.15865e-05
217,25310.4,0.52106,0.29551,0.7873,0.96427,0.85745,0.9201,0.78211,0.65494,0.30213,0.79264,3.14776e-05,3.14776e-05,3.14776e-05
218,25426.9,0.51678,0.29334,0.78785,0.96663,0.85642,0.91995,0.7791,0.66466,0.30513,0.79281,3.13687e-05,3.13687e-05,3.13687e-05
219,25543.5,0.52165,0.29447,0.78673,0.96622,0.85745,0.9197,0.77934,0.66269,0.30446,0.79278,3.12598e-05,3.12598e-05,3.12598e-05
220,25660.1,0.51553,0.29295,0.7866,0.96343,0.8596,0.91996,0.77719,0.67513,0.30731,0.79339,3.11509e-05,3.11509e-05,3.11509e-05
221,25776.5,0.51153,0.29084,0.78633,0.96426,0.85916,0.92059,0.78063,0.65914,0.30253,0.79267,3.1042e-05,3.1042e-05,3.1042e-05
222,25893,0.52171,0.29523,0.78703,0.96172,0.86037,0.92,0.7803,0.65606,0.30213,0.79272,3.09331e-05,3.09331e-05,3.09331e-05
223,26009.6,0.51847,0.29309,0.78651,0.96315,0.8589,0.91931,0.77774,0.67068,0.30599,0.79306,3.08242e-05,3.08242e-05,3.08242e-05
224,26126,0.5164,0.29191,0.78726,0.95922,0.85822,0.91977,0.77656,0.67364,0.30613,0.79323,3.07153e-05,3.07153e-05,3.07153e-05
225,26242.7,0.51714,0.29262,0.78614,0.96497,0.85667,0.919,0.77579,0.67306,0.30586,0.79311,3.06064e-05,3.06064e-05,3.06064e-05
226,26359.3,0.51666,0.2928,0.78651,0.95787,0.86115,0.91956,0.77335,0.69159,0.31048,0.79398,3.04975e-05,3.04975e-05,3.04975e-05
227,26475.9,0.51451,0.29124,0.78619,0.96031,0.8601,0.91984,0.7779,0.67619,0.30641,0.79331,3.03886e-05,3.03886e-05,3.03886e-05
228,26592.3,0.51487,0.29192,0.78649,0.96237,0.85917,0.91927,0.77903,0.66667,0.30407,0.79275,3.02797e-05,3.02797e-05,3.02797e-05
229,26708.8,0.51671,0.29325,0.78677,0.96046,0.85854,0.92017,0.7795,0.66782,0.30456,0.79266,3.01708e-05,3.01708e-05,3.01708e-05
230,26825.3,0.50884,0.28849,0.78664,0.96214,0.8571,0.92083,0.77957,0.67166,0.30504,0.79284,3.00619e-05,3.00619e-05,3.00619e-05
231,26941.9,0.5164,0.29227,0.78659,0.96347,0.85694,0.91974,0.77907,0.66989,0.30456,0.79281,2.9953e-05,2.9953e-05,2.9953e-05
232,27058.3,0.5086,0.28879,0.78613,0.96323,0.85935,0.92026,0.78096,0.66191,0.30224,0.79243,2.98441e-05,2.98441e-05,2.98441e-05
233,27174.6,0.50484,0.28718,0.78698,0.96214,0.85935,0.91955,0.7808,0.65865,0.30129,0.79238,2.97352e-05,2.97352e-05,2.97352e-05
234,27291,0.51099,0.28996,0.7861,0.96017,0.8602,0.92011,0.77972,0.65993,0.30154,0.79239,2.96263e-05,2.96263e-05,2.96263e-05
235,27407.5,0.5031,0.28639,0.78599,0.96277,0.85891,0.92063,0.78288,0.65264,0.29974,0.79208,2.95174e-05,2.95174e-05,2.95174e-05
236,27523.8,0.50078,0.28511,0.78606,0.96323,0.85868,0.92021,0.78136,0.65578,0.30045,0.7921,2.94085e-05,2.94085e-05,2.94085e-05
237,27640.1,0.50411,0.28596,0.78691,0.96166,0.86032,0.92024,0.77962,0.65817,0.30058,0.7922,2.92996e-05,2.92996e-05,2.92996e-05
238,27756.7,0.50744,0.28816,0.78495,0.96146,0.86015,0.92077,0.78425,0.64487,0.29712,0.79172,2.91907e-05,2.91907e-05,2.91907e-05
239,27873.3,0.50682,0.28706,0.78662,0.96451,0.85728,0.92057,0.78034,0.65974,0.30092,0.79213,2.90818e-05,2.90818e-05,2.90818e-05
240,27989.8,0.50814,0.28816,0.78603,0.96348,0.85859,0.91967,0.77876,0.66674,0.30267,0.79237,2.89729e-05,2.89729e-05,2.89729e-05
241,28106.2,0.50405,0.28622,0.78628,0.96289,0.86026,0.92036,0.78103,0.66286,0.30175,0.7922,2.8864e-05,2.8864e-05,2.8864e-05
242,28222.6,0.50367,0.28696,0.78572,0.96769,0.85915,0.92175,0.78417,0.65757,0.30002,0.79202,2.87551e-05,2.87551e-05,2.87551e-05
243,28339.1,0.50761,0.28878,0.78568,0.96672,0.85914,0.92242,0.78324,0.65544,0.29957,0.79195,2.86462e-05,2.86462e-05,2.86462e-05
244,28455.5,0.50174,0.28519,0.78535,0.96564,0.85881,0.92259,0.78262,0.65978,0.30045,0.79199,2.85373e-05,2.85373e-05,2.85373e-05
245,28572,0.50295,0.28578,0.78508,0.96039,0.86243,0.92153,0.78337,0.65149,0.29823,0.7915,2.84284e-05,2.84284e-05,2.84284e-05
246,28688.5,0.50473,0.28649,0.78508,0.96241,0.86038,0.92144,0.7821,0.6579,0.29953,0.79177,2.83195e-05,2.83195e-05,2.83195e-05
247,28805,0.50369,0.28532,0.78591,0.96314,0.85821,0.92165,0.78351,0.65263,0.29802,0.79165,2.82106e-05,2.82106e-05,2.82106e-05
248,28921.4,0.5007,0.28431,0.78581,0.96464,0.858,0.92123,0.78349,0.65292,0.29819,0.79172,2.81017e-05,2.81017e-05,2.81017e-05
249,29037.9,0.49999,0.28432,0.78494,0.96425,0.8593,0.92135,0.78613,0.64575,0.2962,0.79134,2.79928e-05,2.79928e-05,2.79928e-05
250,29154.5,0.50014,0.28475,0.78537,0.96683,0.85738,0.92195,0.78665,0.64364,0.29554,0.79122,2.78839e-05,2.78839e-05,2.78839e-05
251,29270.8,0.49712,0.28352,0.78576,0.9621,0.86195,0.92207,0.78426,0.64993,0.29694,0.79146,2.7775e-05,2.7775e-05,2.7775e-05
252,29387.3,0.50195,0.28527,0.78493,0.96416,0.86174,0.92209,0.78384,0.65406,0.29792,0.79162,2.76661e-05,2.76661e-05,2.76661e-05
253,29503.7,0.49761,0.28376,0.78561,0.96902,0.8578,0.92264,0.78525,0.65397,0.29772,0.79162,2.75572e-05,2.75572e-05,2.75572e-05
254,29620,0.49784,0.28351,0.785,0.96586,0.86033,0.92263,0.78412,0.65822,0.29882,0.79183,2.74483e-05,2.74483e-05,2.74483e-05
255,29736.2,0.49687,0.28231,0.78554,0.96463,0.85954,0.92258,0.78435,0.65697,0.29832,0.79179,2.73394e-05,2.73394e-05,2.73394e-05
256,29852.6,0.49797,0.28265,0.78509,0.96219,0.86053,0.92231,0.78387,0.6516,0.29706,0.7914,2.72305e-05,2.72305e-05,2.72305e-05
257,29969,0.49693,0.2824,0.78588,0.96455,0.85917,0.92196,0.78422,0.65047,0.2964,0.7913,2.71216e-05,2.71216e-05,2.71216e-05
258,30085.3,0.49566,0.28292,0.78582,0.96768,0.85704,0.92203,0.78133,0.66264,0.29967,0.7919,2.70127e-05,2.70127e-05,2.70127e-05
259,30201.5,0.49395,0.28171,0.78463,0.96746,0.85749,0.92213,0.78274,0.66028,0.29872,0.79161,2.69038e-05,2.69038e-05,2.69038e-05
260,30318,0.49727,0.28307,0.78513,0.96776,0.85814,0.92195,0.78295,0.66223,0.29872,0.7917,2.67949e-05,2.67949e-05,2.67949e-05
261,30434.4,0.4949,0.28184,0.78535,0.96314,0.86145,0.92247,0.78252,0.66036,0.29846,0.79163,2.6686e-05,2.6686e-05,2.6686e-05
262,30550.8,0.49382,0.28187,0.78469,0.96346,0.86304,0.92354,0.78554,0.65245,0.29659,0.79127,2.65771e-05,2.65771e-05,2.65771e-05
263,30667.2,0.49376,0.27996,0.78408,0.9682,0.85995,0.92352,0.78325,0.6564,0.2976,0.79148,2.64682e-05,2.64682e-05,2.64682e-05
264,30783.6,0.49091,0.27937,0.78542,0.96581,0.86049,0.92277,0.78219,0.66117,0.29857,0.79171,2.63593e-05,2.63593e-05,2.63593e-05
265,30900.1,0.4897,0.27867,0.78455,0.96682,0.85822,0.92273,0.78103,0.66576,0.29971,0.79187,2.62504e-05,2.62504e-05,2.62504e-05
266,31016.5,0.49224,0.28015,0.78448,0.96004,0.8634,0.92342,0.78228,0.66488,0.29944,0.79177,2.61415e-05,2.61415e-05,2.61415e-05
267,31132.8,0.49092,0.28024,0.78411,0.9626,0.86194,0.92293,0.78264,0.66267,0.29882,0.79154,2.60326e-05,2.60326e-05,2.60326e-05
268,31249.3,0.49367,0.28037,0.78438,0.96429,0.86119,0.923,0.78293,0.66214,0.2986,0.79148,2.59237e-05,2.59237e-05,2.59237e-05
269,31365.6,0.48837,0.27773,0.78476,0.96255,0.8634,0.9225,0.78438,0.65268,0.2961,0.79117,2.58148e-05,2.58148e-05,2.58148e-05
270,31482,0.48818,0.27815,0.78391,0.96269,0.86102,0.92237,0.78415,0.65419,0.29642,0.7913,2.57059e-05,2.57059e-05,2.57059e-05
271,31598.5,0.48869,0.27912,0.78524,0.96343,0.86003,0.922,0.78236,0.65981,0.29754,0.79151,2.5597e-05,2.5597e-05,2.5597e-05
272,31714.7,0.48618,0.27779,0.78506,0.96319,0.86181,0.92223,0.7838,0.65352,0.29593,0.79128,2.54881e-05,2.54881e-05,2.54881e-05
273,31831.1,0.49282,0.28016,0.78325,0.96533,0.858,0.92198,0.78478,0.65174,0.29569,0.7911,2.53792e-05,2.53792e-05,2.53792e-05
274,31947.5,0.4855,0.27697,0.78405,0.96195,0.86224,0.92304,0.78632,0.65251,0.2957,0.79104,2.52703e-05,2.52703e-05,2.52703e-05
275,32063.9,0.48761,0.27843,0.78411,0.96333,0.86078,0.92302,0.78506,0.65684,0.29661,0.79123,2.51614e-05,2.51614e-05,2.51614e-05
276,32180.4,0.48676,0.27741,0.78371,0.96323,0.86086,0.92254,0.78305,0.66445,0.29846,0.79153,2.50525e-05,2.50525e-05,2.50525e-05
277,32296.9,0.48758,0.27783,0.78456,0.96176,0.86127,0.92221,0.78292,0.66419,0.29819,0.79145,2.49436e-05,2.49436e-05,2.49436e-05
278,32413.5,0.48714,0.27769,0.78408,0.96272,0.86104,0.92234,0.78273,0.66134,0.2975,0.79138,2.48347e-05,2.48347e-05,2.48347e-05
279,32530,0.48517,0.27692,0.78439,0.96435,0.86073,0.9224,0.78287,0.66449,0.29832,0.79139,2.47258e-05,2.47258e-05,2.47258e-05
280,32646.6,0.4914,0.28013,0.78431,0.96446,0.85999,0.92229,0.78343,0.65958,0.29686,0.79122,2.46169e-05,2.46169e-05,2.46169e-05
281,32763,0.48615,0.27857,0.78472,0.96362,0.86115,0.92177,0.78412,0.6571,0.29647,0.7912,2.4508e-05,2.4508e-05,2.4508e-05
282,32879.7,0.48784,0.27791,0.78282,0.96658,0.85922,0.92247,0.78346,0.6632,0.29766,0.79143,2.43991e-05,2.43991e-05,2.43991e-05
283,32996,0.47983,0.2753,0.7844,0.96868,0.85828,0.92195,0.78422,0.65776,0.29608,0.79116,2.42902e-05,2.42902e-05,2.42902e-05
284,33112.4,0.4861,0.27703,0.78416,0.9663,0.86141,0.92362,0.78399,0.6586,0.29619,0.79121,2.41813e-05,2.41813e-05,2.41813e-05
285,33228.8,0.48201,0.27505,0.7841,0.96669,0.86069,0.92383,0.78403,0.65883,0.29627,0.79113,2.40724e-05,2.40724e-05,2.40724e-05
286,33345.2,0.47917,0.27323,0.78329,0.96463,0.8624,0.92269,0.78254,0.66284,0.29707,0.79131,2.39635e-05,2.39635e-05,2.39635e-05
287,33461.7,0.48116,0.27528,0.78369,0.96562,0.86162,0.92225,0.78233,0.66372,0.29721,0.7913,2.38546e-05,2.38546e-05,2.38546e-05
288,33578,0.48033,0.27467,0.78412,0.96663,0.86108,0.92268,0.78334,0.66167,0.2967,0.79123,2.37457e-05,2.37457e-05,2.37457e-05
289,33694.1,0.47695,0.27326,0.78403,0.96477,0.86225,0.92339,0.78337,0.66391,0.29705,0.79129,2.36368e-05,2.36368e-05,2.36368e-05
290,33810.6,0.48351,0.27544,0.78356,0.96156,0.86311,0.92321,0.78313,0.66317,0.2966,0.79125,2.35279e-05,2.35279e-05,2.35279e-05
291,33927,0.4771,0.27285,0.7834,0.96133,0.86363,0.92388,0.78445,0.65838,0.29521,0.79098,2.3419e-05,2.3419e-05,2.3419e-05
292,34043.3,0.47774,0.27345,0.78362,0.96029,0.86426,0.92327,0.7841,0.65796,0.29514,0.79087,2.33101e-05,2.33101e-05,2.33101e-05
293,34159.7,0.48022,0.27437,0.78388,0.96598,0.86178,0.92292,0.78433,0.65806,0.29535,0.79091,2.32012e-05,2.32012e-05,2.32012e-05
294,34276,0.4786,0.27379,0.78435,0.96753,0.86145,0.92351,0.78505,0.66087,0.29608,0.79097,2.30923e-05,2.30923e-05,2.30923e-05
295,34392.7,0.4829,0.2741,0.78318,0.96622,0.86332,0.92389,0.78517,0.66021,0.29575,0.79087,2.29834e-05,2.29834e-05,2.29834e-05
296,34509.3,0.48243,0.27466,0.78334,0.96929,0.86211,0.92442,0.78721,0.65298,0.29372,0.79053,2.28745e-05,2.28745e-05,2.28745e-05
297,34625.9,0.47872,0.27345,0.78365,0.96708,0.86373,0.9245,0.7864,0.65753,0.29478,0.79068,2.27656e-05,2.27656e-05,2.27656e-05
298,34742.3,0.47854,0.27351,0.78413,0.96815,0.86261,0.92474,0.78595,0.65831,0.29502,0.79077,2.26567e-05,2.26567e-05,2.26567e-05
299,34858.7,0.47541,0.27152,0.78327,0.96493,0.86392,0.92389,0.78667,0.65374,0.29393,0.79064,2.25478e-05,2.25478e-05,2.25478e-05
300,34975,0.47484,0.27163,0.78273,0.96593,0.86287,0.92366,0.78617,0.65214,0.29357,0.79055,2.24389e-05,2.24389e-05,2.24389e-05
301,35091.5,0.4737,0.27059,0.78288,0.96444,0.86269,0.92412,0.78616,0.65539,0.29416,0.79071,2.233e-05,2.233e-05,2.233e-05
302,35208.2,0.47476,0.27139,0.78283,0.96665,0.86079,0.92468,0.78659,0.65693,0.29449,0.79077,2.22211e-05,2.22211e-05,2.22211e-05
303,35324.7,0.47636,0.27183,0.78232,0.96192,0.8646,0.92393,0.78595,0.65962,0.29516,0.79081,2.21122e-05,2.21122e-05,2.21122e-05
304,35441,0.47656,0.27247,0.78372,0.963,0.86479,0.92406,0.78632,0.65803,0.29476,0.79071,2.20033e-05,2.20033e-05,2.20033e-05
305,35557.4,0.47347,0.27034,0.78252,0.96266,0.86562,0.92454,0.78628,0.6617,0.29557,0.79082,2.18944e-05,2.18944e-05,2.18944e-05
306,35673.9,0.47275,0.27107,0.78334,0.96086,0.86584,0.92414,0.78617,0.65957,0.29497,0.7908,2.17855e-05,2.17855e-05,2.17855e-05
307,35790.2,0.47144,0.26985,0.78313,0.96131,0.86652,0.92414,0.78753,0.65472,0.29348,0.79058,2.16766e-05,2.16766e-05,2.16766e-05
308,35906.9,0.47447,0.27085,0.78242,0.96344,0.86449,0.92372,0.78737,0.65518,0.29363,0.79058,2.15677e-05,2.15677e-05,2.15677e-05
309,36023.5,0.47256,0.27034,0.78262,0.96732,0.86212,0.9236,0.78729,0.65229,0.29284,0.79047,2.14588e-05,2.14588e-05,2.14588e-05
310,36139.9,0.47395,0.2708,0.78251,0.96705,0.86292,0.92377,0.78744,0.65298,0.2931,0.79042,2.13499e-05,2.13499e-05,2.13499e-05
311,36256.4,0.47288,0.27029,0.78337,0.96701,0.86307,0.92354,0.78796,0.65152,0.29272,0.79039,2.1241e-05,2.1241e-05,2.1241e-05
312,36373.1,0.47219,0.27023,0.7824,0.96962,0.86064,0.92396,0.7886,0.65037,0.29228,0.79042,2.11321e-05,2.11321e-05,2.11321e-05
313,36489.5,0.47185,0.2698,0.78211,0.96707,0.86235,0.92372,0.78908,0.64538,0.29083,0.79022,2.10232e-05,2.10232e-05,2.10232e-05
314,36605.8,0.46841,0.26813,0.78285,0.96374,0.8639,0.92374,0.78859,0.64702,0.29109,0.79025,2.09143e-05,2.09143e-05,2.09143e-05
315,36722.3,0.46877,0.26912,0.78336,0.96486,0.86304,0.9241,0.78922,0.64527,0.29064,0.7902,2.08054e-05,2.08054e-05,2.08054e-05
316,36838.5,0.46806,0.26803,0.78364,0.96916,0.86033,0.92415,0.78874,0.64895,0.29144,0.79025,2.06965e-05,2.06965e-05,2.06965e-05
317,36955,0.46966,0.26901,0.78268,0.96491,0.8633,0.9245,0.78879,0.65102,0.29166,0.79035,2.05876e-05,2.05876e-05,2.05876e-05
318,37071.2,0.46935,0.26842,0.78359,0.9657,0.86302,0.92498,0.7891,0.65057,0.29149,0.79029,2.04787e-05,2.04787e-05,2.04787e-05
319,37187.5,0.46854,0.26791,0.7833,0.96696,0.86225,0.92472,0.7889,0.65128,0.29175,0.79034,2.03698e-05,2.03698e-05,2.03698e-05
320,37303.9,0.46395,0.26608,0.78234,0.96762,0.86191,0.92471,0.78932,0.64921,0.29121,0.79027,2.02609e-05,2.02609e-05,2.02609e-05
321,37420.5,0.46559,0.26736,0.78262,0.96771,0.86291,0.92518,0.78859,0.65303,0.29212,0.7904,2.0152e-05,2.0152e-05,2.0152e-05
322,37536.9,0.46682,0.26786,0.78298,0.9666,0.86363,0.9253,0.78897,0.65141,0.29178,0.79034,2.00431e-05,2.00431e-05,2.00431e-05
323,37653.4,0.471,0.26932,0.78249,0.96745,0.86266,0.92584,0.78907,0.65152,0.29171,0.79034,1.99342e-05,1.99342e-05,1.99342e-05
324,37769.7,0.4667,0.26695,0.78265,0.9652,0.8645,0.92561,0.78869,0.65244,0.2918,0.79043,1.98253e-05,1.98253e-05,1.98253e-05
325,37886.2,0.46603,0.2668,0.78227,0.96771,0.86355,0.92563,0.78852,0.65312,0.2917,0.79037,1.97164e-05,1.97164e-05,1.97164e-05
326,38002.7,0.46763,0.26748,0.78264,0.96534,0.86492,0.92543,0.78717,0.65827,0.29273,0.79055,1.96075e-05,1.96075e-05,1.96075e-05
327,38119.1,0.46614,0.26689,0.78199,0.96548,0.86385,0.92517,0.78642,0.65993,0.29315,0.79061,1.94986e-05,1.94986e-05,1.94986e-05
328,38235.7,0.46673,0.26732,0.78297,0.96487,0.86326,0.92476,0.78724,0.65676,0.29229,0.79046,1.93897e-05,1.93897e-05,1.93897e-05
329,38352.1,0.46441,0.26639,0.7823,0.9625,0.86525,0.92456,0.7873,0.65437,0.29164,0.79038,1.92808e-05,1.92808e-05,1.92808e-05
330,38468.5,0.4656,0.26733,0.78256,0.96507,0.86456,0.92447,0.78677,0.65638,0.29202,0.79044,1.91719e-05,1.91719e-05,1.91719e-05
331,38584.9,0.46146,0.26574,0.78325,0.96404,0.86389,0.92455,0.78734,0.65557,0.29183,0.79037,1.9063e-05,1.9063e-05,1.9063e-05
332,38701.2,0.46531,0.26618,0.78215,0.96409,0.86389,0.92431,0.78738,0.65675,0.29208,0.79037,1.89541e-05,1.89541e-05,1.89541e-05
333,38817.6,0.4604,0.26395,0.78194,0.9646,0.86494,0.92504,0.78759,0.65497,0.29153,0.79026,1.88452e-05,1.88452e-05,1.88452e-05
334,38934.3,0.46628,0.26702,0.78136,0.96324,0.86574,0.92526,0.78756,0.6566,0.29186,0.79027,1.87363e-05,1.87363e-05,1.87363e-05
335,39050.7,0.46086,0.26448,0.78231,0.96371,0.86478,0.92538,0.7876,0.6574,0.29209,0.79036,1.86274e-05,1.86274e-05,1.86274e-05
336,39167.2,0.45948,0.26396,0.78189,0.96685,0.86298,0.92536,0.78854,0.65305,0.29089,0.79011,1.85185e-05,1.85185e-05,1.85185e-05
