epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
337,39291.4,0.4615,0.26438,0.78239,0.96577,0.86405,0.9254,0.78829,0.65387,0.29115,0.79013,1.84096e-05,1.84096e-05,1.84096e-05
338,39416.9,0.45823,0.26357,0.78155,0.96327,0.86558,0.92536,0.7887,0.65394,0.29113,0.79014,1.83007e-05,1.83007e-05,1.83007e-05
339,39533.6,0.46192,0.2651,0.78241,0.96662,0.86247,0.92512,0.78918,0.6512,0.29025,0.79003,1.81918e-05,1.81918e-05,1.81918e-05
340,39650.2,0.45997,0.26376,0.78196,0.96622,0.86209,0.92514,0.78943,0.64963,0.28981,0.79003,1.80829e-05,1.80829e-05,1.80829e-05
341,39766.8,0.46091,0.26376,0.78137,0.96176,0.8664,0.926,0.79043,0.64796,0.28939,0.78997,1.7974e-05,1.7974e-05,1.7974e-05
342,39883.5,0.4608,0.2646,0.78203,0.97277,0.85925,0.92562,0.79064,0.64618,0.28883,0.78995,1.78651e-05,1.78651e-05,1.78651e-05
343,40000.2,0.46475,0.26758,0.78174,0.97068,0.86006,0.9253,0.79033,0.64623,0.28875,0.78993,1.77562e-05,1.77562e-05,1.77562e-05
344,40116.5,0.45955,0.26378,0.78181,0.97058,0.86008,0.92554,0.79011,0.64948,0.28967,0.79002,1.76473e-05,1.76473e-05,1.76473e-05
345,40233.2,0.46357,0.2643,0.78098,0.96921,0.8612,0.92542,0.78966,0.65109,0.28998,0.78998,1.75384e-05,1.75384e-05,1.75384e-05
346,40349.6,0.45835,0.26257,0.78154,0.96722,0.86361,0.92602,0.79038,0.64976,0.28956,0.78995,1.74295e-05,1.74295e-05,1.74295e-05
347,40466,0.45982,0.26489,0.78183,0.96631,0.86387,0.92596,0.79067,0.64874,0.28919,0.78985,1.73206e-05,1.73206e-05,1.73206e-05
348,40582.3,0.45573,0.26235,0.78219,0.96488,0.86475,0.92584,0.79063,0.64903,0.28913,0.78989,1.72117e-05,1.72117e-05,1.72117e-05
349,40698.6,0.4562,0.26295,0.78249,0.97044,0.86161,0.92571,0.79024,0.65147,0.28968,0.78998,1.71028e-05,1.71028e-05,1.71028e-05
350,40815.1,0.4572,0.263,0.78162,0.96551,0.86397,0.92606,0.79007,0.65254,0.28998,0.79005,1.69939e-05,1.69939e-05,1.69939e-05
351,40931.6,0.45657,0.26181,0.78116,0.96478,0.8645,0.92597,0.79028,0.65142,0.28966,0.79,1.6885e-05,1.6885e-05,1.6885e-05
352,41057.4,0.46032,0.26374,0.78132,0.96247,0.86786,0.92584,0.79058,0.65104,0.28956,0.78995,1.67761e-05,1.67761e-05,1.67761e-05
353,41173.7,0.45395,0.26131,0.78091,0.96104,0.86825,0.92587,0.79037,0.65263,0.28988,0.78998,1.66672e-05,1.66672e-05,1.66672e-05
354,41299.5,0.4576,0.26253,0.78193,0.96341,0.86647,0.92607,0.79123,0.65041,0.28915,0.78985,1.65583e-05,1.65583e-05,1.65583e-05
355,41420.4,0.45583,0.2617,0.78066,0.96262,0.866,0.92563,0.79061,0.65114,0.28946,0.7899,1.64494e-05,1.64494e-05,1.64494e-05
356,41536.8,0.4509,0.2592,0.7817,0.96375,0.86548,0.92543,0.79046,0.65032,0.2892,0.78987,1.63405e-05,1.63405e-05,1.63405e-05
357,41660.3,0.45308,0.26016,0.78104,0.96704,0.8649,0.9253,0.79052,0.64814,0.28861,0.78975,1.62316e-05,1.62316e-05,1.62316e-05
358,41784.4,0.4534,0.26098,0.78051,0.96741,0.86504,0.92539,0.79055,0.6475,0.28844,0.78965,1.61227e-05,1.61227e-05,1.61227e-05
359,41901,0.45672,0.26162,0.78153,0.96633,0.86524,0.9253,0.7898,0.64973,0.28891,0.78972,1.60138e-05,1.60138e-05,1.60138e-05
360,42017.2,0.45121,0.25958,0.78181,0.96557,0.86494,0.92539,0.79011,0.65022,0.28901,0.78971,1.59049e-05,1.59049e-05,1.59049e-05
361,42133.3,0.44902,0.25966,0.78161,0.96509,0.86482,0.92538,0.78996,0.65024,0.28894,0.7897,1.5796e-05,1.5796e-05,1.5796e-05
362,42256.5,0.45299,0.26039,0.78135,0.96593,0.86462,0.92561,0.79026,0.64914,0.28861,0.7897,1.56871e-05,1.56871e-05,1.56871e-05
363,42380.5,0.45262,0.2596,0.78156,0.96339,0.8655,0.9252,0.79081,0.64644,0.28792,0.7896,1.55782e-05,1.55782e-05,1.55782e-05
364,42496.9,0.45433,0.26081,0.78118,0.96492,0.86544,0.92516,0.79063,0.64736,0.2881,0.78963,1.54693e-05,1.54693e-05,1.54693e-05
365,42617.3,0.45237,0.25977,0.78102,0.96381,0.86563,0.9256,0.79053,0.64693,0.28786,0.78958,1.53604e-05,1.53604e-05,1.53604e-05
366,42733.5,0.44857,0.25832,0.78169,0.96179,0.86708,0.92539,0.79063,0.64537,0.28739,0.78947,1.52515e-05,1.52515e-05,1.52515e-05
367,42856.3,0.45406,0.26025,0.78128,0.96367,0.86604,0.92517,0.79028,0.64554,0.28736,0.78947,1.51426e-05,1.51426e-05,1.51426e-05
368,42975.1,0.45217,0.26001,0.78073,0.96369,0.86679,0.92484,0.78967,0.64703,0.28774,0.78956,1.50337e-05,1.50337e-05,1.50337e-05
369,43096.9,0.44687,0.25787,0.78116,0.96331,0.86694,0.92509,0.79037,0.64596,0.28737,0.78947,1.49248e-05,1.49248e-05,1.49248e-05
370,43213.3,0.44797,0.25867,0.78058,0.96516,0.86528,0.92509,0.79041,0.64732,0.28771,0.78951,1.48159e-05,1.48159e-05,1.48159e-05
371,43329.7,0.44788,0.2582,0.78071,0.96521,0.86473,0.92552,0.79112,0.64772,0.28774,0.78952,1.4707e-05,1.4707e-05,1.4707e-05
372,43446,0.44869,0.25831,0.78073,0.96691,0.86409,0.92562,0.7909,0.64783,0.28763,0.78952,1.45981e-05,1.45981e-05,1.45981e-05
373,43562.5,0.45065,0.25858,0.78055,0.96545,0.8654,0.92566,0.79062,0.64883,0.28785,0.78956,1.44892e-05,1.44892e-05,1.44892e-05
374,43679,0.4478,0.25716,0.7802,0.96561,0.86501,0.92579,0.79138,0.64695,0.28743,0.78949,1.43803e-05,1.43803e-05,1.43803e-05
375,43795.6,0.44946,0.25843,0.78065,0.96441,0.8657,0.92557,0.79133,0.64435,0.28668,0.78939,1.42714e-05,1.42714e-05,1.42714e-05
376,43912.1,0.44914,0.25792,0.78124,0.96853,0.86409,0.92581,0.79128,0.64436,0.28668,0.7894,1.41625e-05,1.41625e-05,1.41625e-05
377,44028.5,0.44618,0.25728,0.78114,0.96631,0.86566,0.92606,0.79195,0.64306,0.28639,0.78932,1.40536e-05,1.40536e-05,1.40536e-05
378,44144.9,0.44788,0.25762,0.78145,0.96702,0.86536,0.92605,0.79264,0.64116,0.28592,0.78926,1.39447e-05,1.39447e-05,1.39447e-05
379,44261.1,0.446,0.25726,0.7811,0.97043,0.86292,0.92616,0.79292,0.64068,0.28571,0.78923,1.38358e-05,1.38358e-05,1.38358e-05
380,44377.6,0.44653,0.25711,0.78087,0.96978,0.86345,0.9263,0.79284,0.64093,0.28567,0.78924,1.37269e-05,1.37269e-05,1.37269e-05
381,44494.2,0.44711,0.25692,0.78026,0.97229,0.8622,0.92654,0.79292,0.64033,0.28555,0.7892,1.3618e-05,1.3618e-05,1.3618e-05
382,44610.5,0.44262,0.25537,0.78116,0.97222,0.86206,0.92633,0.79314,0.63861,0.28495,0.7891,1.35091e-05,1.35091e-05,1.35091e-05
383,44727.1,0.44269,0.25548,0.78074,0.97366,0.86061,0.92656,0.79282,0.64008,0.2852,0.78917,1.34002e-05,1.34002e-05,1.34002e-05
384,44843.5,0.44742,0.25795,0.78047,0.9724,0.86094,0.92671,0.79279,0.64086,0.28536,0.78917,1.32913e-05,1.32913e-05,1.32913e-05
385,44960,0.44676,0.25747,0.78144,0.96459,0.86636,0.92664,0.79292,0.64128,0.2854,0.78918,1.31824e-05,1.31824e-05,1.31824e-05
386,45076.4,0.44352,0.25576,0.78085,0.96989,0.86294,0.92663,0.79244,0.64284,0.28579,0.78926,1.30735e-05,1.30735e-05,1.30735e-05
387,45192.8,0.44298,0.25544,0.78119,0.96862,0.86352,0.92669,0.79227,0.64445,0.28623,0.78932,1.29646e-05,1.29646e-05,1.29646e-05
388,45309.3,0.44437,0.25634,0.78113,0.96704,0.86464,0.92694,0.79321,0.64152,0.28547,0.78921,1.28557e-05,1.28557e-05,1.28557e-05
389,45425.8,0.44357,0.25511,0.77967,0.9671,0.86438,0.9265,0.79304,0.64164,0.28545,0.7892,1.27468e-05,1.27468e-05,1.27468e-05
390,45542.4,0.44049,0.25452,0.78016,0.9671,0.86436,0.92665,0.793,0.64169,0.28539,0.78917,1.26379e-05,1.26379e-05,1.26379e-05
391,45658.5,0.44185,0.2555,0.78067,0.96798,0.86402,0.92666,0.79299,0.64172,0.28542,0.78917,1.2529e-05,1.2529e-05,1.2529e-05
392,45775,0.44357,0.25544,0.781,0.96735,0.86392,0.92675,0.79279,0.64335,0.28582,0.78921,1.24201e-05,1.24201e-05,1.24201e-05
393,45894.4,0.44059,0.25424,0.78069,0.96791,0.86355,0.92687,0.79289,0.6432,0.28574,0.78917,1.23112e-05,1.23112e-05,1.23112e-05
394,46011.1,0.44238,0.2552,0.77989,0.96758,0.86411,0.92687,0.79272,0.64359,0.28584,0.78915,1.22023e-05,1.22023e-05,1.22023e-05
395,46127.5,0.44066,0.25472,0.77994,0.9682,0.86398,0.92687,0.79242,0.64477,0.28609,0.78918,1.20934e-05,1.20934e-05,1.20934e-05
396,46245.3,0.4395,0.25402,0.78028,0.96846,0.8635,0.92697,0.79201,0.64588,0.28633,0.78919,1.19845e-05,1.19845e-05,1.19845e-05
397,46363.9,0.44205,0.25593,0.78035,0.97059,0.86223,0.92718,0.79208,0.64699,0.2866,0.78923,1.18756e-05,1.18756e-05,1.18756e-05
398,46480.6,0.43919,0.25372,0.77957,0.97098,0.8623,0.92734,0.79225,0.64588,0.28628,0.78916,1.17667e-05,1.17667e-05,1.17667e-05
399,46597,0.43672,0.25191,0.78041,0.96903,0.86339,0.92721,0.79229,0.64554,0.28622,0.78915,1.16578e-05,1.16578e-05,1.16578e-05
400,46713.4,0.4371,0.25333,0.78062,0.96829,0.86392,0.92717,0.79247,0.64448,0.28584,0.78907,1.15489e-05,1.15489e-05,1.15489e-05
401,46829.8,0.4418,0.25541,0.7808,0.96689,0.86586,0.92661,0.79193,0.64476,0.28582,0.78907,1.144e-05,1.144e-05,1.144e-05
402,46946.3,0.43844,0.25409,0.78024,0.96613,0.86631,0.92656,0.79211,0.64394,0.28559,0.78906,1.13311e-05,1.13311e-05,1.13311e-05
403,47062.8,0.44031,0.25428,0.78077,0.96781,0.86567,0.92671,0.79259,0.64327,0.28536,0.78905,1.12222e-05,1.12222e-05,1.12222e-05
404,47179.3,0.44019,0.25438,0.78044,0.96757,0.86555,0.92681,0.7924,0.64407,0.28555,0.78908,1.11133e-05,1.11133e-05,1.11133e-05
405,47295.8,0.43642,0.25263,0.78018,0.9675,0.86643,0.92695,0.79279,0.64308,0.28526,0.78903,1.10044e-05,1.10044e-05,1.10044e-05
406,47413.9,0.43967,0.25426,0.77982,0.96691,0.86729,0.92714,0.79284,0.64402,0.28545,0.78906,1.08955e-05,1.08955e-05,1.08955e-05
407,47530.4,0.43988,0.25387,0.77981,0.96586,0.86812,0.92687,0.79274,0.64307,0.28517,0.78903,1.07866e-05,1.07866e-05,1.07866e-05
408,47647,0.44141,0.2545,0.7802,0.96578,0.86771,0.92689,0.79291,0.64393,0.2853,0.78905,1.06777e-05,1.06777e-05,1.06777e-05
409,47765.1,0.43763,0.25269,0.77994,0.96618,0.86744,0.92711,0.79275,0.64476,0.28548,0.78906,1.05688e-05,1.05688e-05,1.05688e-05
410,47882.5,0.43807,0.25265,0.78013,0.96515,0.86853,0.92737,0.7931,0.64445,0.28539,0.78904,1.04599e-05,1.04599e-05,1.04599e-05
411,48000.3,0.43265,0.25035,0.78033,0.96539,0.86831,0.92756,0.79321,0.64462,0.28541,0.78903,1.0351e-05,1.0351e-05,1.0351e-05
412,48116.6,0.43197,0.25001,0.77968,0.96607,0.86746,0.92724,0.79311,0.64378,0.28514,0.78899,1.02421e-05,1.02421e-05,1.02421e-05
413,48233.1,0.4374,0.25197,0.77959,0.96669,0.86706,0.92708,0.793,0.64318,0.28499,0.78896,1.01332e-05,1.01332e-05,1.01332e-05
414,48349.7,0.43355,0.25077,0.78014,0.96657,0.86707,0.92697,0.79316,0.64259,0.28476,0.78893,1.00243e-05,1.00243e-05,1.00243e-05
415,48466.1,0.43469,0.25176,0.7802,0.96623,0.86729,0.92723,0.79315,0.64394,0.285,0.78897,9.9154e-06,9.9154e-06,9.9154e-06
416,48582.6,0.43671,0.25201,0.78037,0.96733,0.86705,0.92712,0.79291,0.64417,0.28502,0.78897,9.8065e-06,9.8065e-06,9.8065e-06
417,48699.1,0.43507,0.25115,0.78008,0.96724,0.86697,0.92718,0.79298,0.6444,0.28509,0.78897,9.6976e-06,9.6976e-06,9.6976e-06
418,48815.4,0.43247,0.25072,0.78006,0.96825,0.8665,0.92709,0.79261,0.64522,0.28529,0.789,9.5887e-06,9.5887e-06,9.5887e-06
419,48931.8,0.43334,0.25012,0.77986,0.96883,0.86572,0.92725,0.79312,0.64393,0.28492,0.78895,9.4798e-06,9.4798e-06,9.4798e-06
420,49048.1,0.43398,0.25123,0.77908,0.96782,0.86634,0.92715,0.79278,0.64458,0.28504,0.78897,9.3709e-06,9.3709e-06,9.3709e-06
421,49164.6,0.43525,0.25186,0.77943,0.96791,0.86642,0.92716,0.79302,0.64405,0.2849,0.78895,9.262e-06,9.262e-06,9.262e-06
422,49281,0.43516,0.2521,0.77932,0.9674,0.86661,0.9272,0.79283,0.64445,0.28498,0.78896,9.1531e-06,9.1531e-06,9.1531e-06
423,49397.4,0.43413,0.25,0.77987,0.96673,0.86651,0.92736,0.79279,0.64478,0.28505,0.78896,9.0442e-06,9.0442e-06,9.0442e-06
424,49514,0.43617,0.25128,0.77983,0.96706,0.86725,0.92748,0.79289,0.64437,0.28491,0.78898,8.9353e-06,8.9353e-06,8.9353e-06
425,49630.4,0.43342,0.2508,0.77972,0.96599,0.86793,0.9276,0.79304,0.6447,0.28498,0.78898,8.8264e-06,8.8264e-06,8.8264e-06
426,49746.9,0.43523,0.25142,0.77967,0.96718,0.86691,0.92759,0.79347,0.64317,0.28453,0.78891,8.7175e-06,8.7175e-06,8.7175e-06
427,49863.2,0.43006,0.2497,0.78002,0.96699,0.86705,0.92759,0.79347,0.64351,0.28461,0.78894,8.6086e-06,8.6086e-06,8.6086e-06
428,49979.7,0.43257,0.25075,0.77964,0.96666,0.86715,0.92747,0.79311,0.64492,0.28494,0.78899,8.4997e-06,8.4997e-06,8.4997e-06
429,50096.1,0.43081,0.24915,0.77933,0.96726,0.86658,0.92754,0.79346,0.64397,0.28468,0.78896,8.3908e-06,8.3908e-06,8.3908e-06
430,50212.6,0.432,0.25023,0.77946,0.96721,0.8664,0.92755,0.79319,0.64463,0.28481,0.78899,8.2819e-06,8.2819e-06,8.2819e-06
431,50328.7,0.4281,0.24861,0.78026,0.96793,0.86586,0.92772,0.79349,0.64451,0.28481,0.78896,8.173e-06,8.173e-06,8.173e-06
432,50445.2,0.42975,0.24952,0.77988,0.96775,0.86567,0.92776,0.79364,0.64433,0.28474,0.78894,8.0641e-06,8.0641e-06,8.0641e-06
433,50561.8,0.42993,0.2487,0.77938,0.96789,0.86578,0.92788,0.79384,0.64459,0.28479,0.78894,7.9552e-06,7.9552e-06,7.9552e-06
434,50678.1,0.4274,0.24777,0.77994,0.96789,0.86615,0.92802,0.79407,0.64447,0.28473,0.78893,7.8463e-06,7.8463e-06,7.8463e-06
435,50794.3,0.42466,0.24704,0.7805,0.96668,0.86626,0.92798,0.79444,0.64349,0.28446,0.78888,7.7374e-06,7.7374e-06,7.7374e-06
436,50910.6,0.42748,0.24856,0.78043,0.96837,0.86534,0.92812,0.79488,0.64187,0.28402,0.78881,7.6285e-06,7.6285e-06,7.6285e-06
437,51027.3,0.42874,0.24904,0.77925,0.96824,0.8654,0.92792,0.79445,0.64338,0.28442,0.78887,7.5196e-06,7.5196e-06,7.5196e-06
438,51143.6,0.42786,0.2484,0.78007,0.96808,0.8659,0.9278,0.79428,0.64359,0.28443,0.78886,7.4107e-06,7.4107e-06,7.4107e-06
439,51260,0.42968,0.24845,0.77883,0.96828,0.86533,0.92782,0.79406,0.64455,0.28464,0.78889,7.3018e-06,7.3018e-06,7.3018e-06
440,51376.7,0.43003,0.24879,0.77928,0.96843,0.86552,0.92768,0.79373,0.64576,0.28491,0.78892,7.1929e-06,7.1929e-06,7.1929e-06
441,51492.9,0.42655,0.2473,0.77983,0.96906,0.86494,0.92767,0.79378,0.6447,0.28462,0.78888,7.084e-06,7.084e-06,7.084e-06
442,51609.4,0.42734,0.24724,0.77879,0.96876,0.8656,0.92765,0.7941,0.64358,0.28432,0.78883,6.9751e-06,6.9751e-06,6.9751e-06
443,51725.6,0.42447,0.24644,0.77878,0.96911,0.86556,0.92769,0.79426,0.64331,0.28421,0.7888,6.8662e-06,6.8662e-06,6.8662e-06
444,51842,0.42565,0.24734,0.77981,0.96853,0.86595,0.92776,0.79418,0.64356,0.28424,0.7888,6.7573e-06,6.7573e-06,6.7573e-06
445,51958.3,0.42725,0.24775,0.77928,0.96889,0.86572,0.92763,0.79414,0.64364,0.28423,0.78879,6.6484e-06,6.6484e-06,6.6484e-06
446,52074.9,0.42839,0.24853,0.7787,0.9688,0.86558,0.92764,0.79408,0.6442,0.28437,0.78881,6.5395e-06,6.5395e-06,6.5395e-06
447,52191.4,0.42546,0.24699,0.77988,0.9686,0.8657,0.92772,0.79424,0.64358,0.28417,0.78879,6.4306e-06,6.4306e-06,6.4306e-06
448,52307.7,0.42685,0.24777,0.77938,0.96954,0.86531,0.92771,0.79432,0.6427,0.2839,0.78876,6.3217e-06,6.3217e-06,6.3217e-06
449,52424.1,0.42524,0.24755,0.77879,0.96941,0.86528,0.92777,0.79463,0.64172,0.28362,0.78872,6.2128e-06,6.2128e-06,6.2128e-06
450,52540.4,0.42212,0.24569,0.77909,0.96978,0.86475,0.92778,0.79431,0.64223,0.28373,0.78876,6.1039e-06,6.1039e-06,6.1039e-06
451,52656.7,0.42544,0.2469,0.77979,0.96945,0.86506,0.92784,0.79437,0.64215,0.28373,0.78876,5.995e-06,5.995e-06,5.995e-06
452,52773,0.42565,0.24704,0.77944,0.96747,0.86663,0.92791,0.79461,0.64208,0.28367,0.78873,5.8861e-06,5.8861e-06,5.8861e-06
453,52889.4,0.42571,0.24715,0.77912,0.96753,0.86626,0.92811,0.79437,0.64245,0.28377,0.78873,5.7772e-06,5.7772e-06,5.7772e-06
454,53005.7,0.42553,0.24717,0.77959,0.96648,0.86707,0.92808,0.79464,0.64112,0.28343,0.78868,5.6683e-06,5.6683e-06,5.6683e-06
455,53121.9,0.42197,0.2456,0.77991,0.96586,0.86726,0.92805,0.79463,0.64156,0.28353,0.78869,5.5594e-06,5.5594e-06,5.5594e-06
456,53238.4,0.42615,0.24684,0.77866,0.96788,0.86607,0.9281,0.79474,0.64134,0.2835,0.78869,5.4505e-06,5.4505e-06,5.4505e-06
457,53354.7,0.42587,0.24721,0.77902,0.96766,0.86625,0.92821,0.79482,0.64095,0.28337,0.78868,5.3416e-06,5.3416e-06,5.3416e-06
458,53471.1,0.42139,0.24479,0.77899,0.96762,0.86604,0.92814,0.79514,0.64092,0.28332,0.78868,5.2327e-06,5.2327e-06,5.2327e-06
459,53587.7,0.42631,0.24679,0.77923,0.96769,0.86612,0.92826,0.79511,0.64112,0.28335,0.78869,5.1238e-06,5.1238e-06,5.1238e-06
460,53704,0.42026,0.24426,0.77943,0.9691,0.86526,0.92827,0.79516,0.64112,0.28332,0.78869,5.0149e-06,5.0149e-06,5.0149e-06
461,53820.2,0.41992,0.24404,0.77928,0.96904,0.86487,0.92828,0.79527,0.64088,0.28326,0.78868,4.906e-06,4.906e-06,4.906e-06
462,53936.6,0.41918,0.24412,0.77943,0.96952,0.86491,0.92818,0.7954,0.64086,0.28324,0.78868,4.7971e-06,4.7971e-06,4.7971e-06
463,54053.4,0.42499,0.24586,0.77853,0.96955,0.86505,0.92816,0.79523,0.64116,0.28332,0.7887,4.6882e-06,4.6882e-06,4.6882e-06
464,54169.8,0.42258,0.24477,0.77877,0.96963,0.86446,0.92794,0.795,0.64115,0.28331,0.7887,4.5793e-06,4.5793e-06,4.5793e-06
465,54286.1,0.42074,0.24431,0.77933,0.96975,0.86444,0.92798,0.79525,0.64038,0.28307,0.78867,4.4704e-06,4.4704e-06,4.4704e-06
466,54402.6,0.42213,0.24406,0.77845,0.96874,0.86497,0.92805,0.79512,0.64071,0.28312,0.78868,4.3615e-06,4.3615e-06,4.3615e-06
467,54518.8,0.41928,0.24408,0.77912,0.9705,0.86375,0.92803,0.79511,0.64087,0.28314,0.78867,4.2526e-06,4.2526e-06,4.2526e-06
468,54635.1,0.42234,0.24561,0.77926,0.97196,0.86306,0.92801,0.79529,0.64006,0.28295,0.78864,4.1437e-06,4.1437e-06,4.1437e-06
469,54751.3,0.41762,0.24326,0.77954,0.96919,0.86501,0.928,0.79541,0.63956,0.28277,0.78861,4.0348e-06,4.0348e-06,4.0348e-06
470,54868,0.42456,0.24582,0.7792,0.96745,0.86601,0.92801,0.7954,0.64032,0.28294,0.78864,3.9259e-06,3.9259e-06,3.9259e-06
471,54984.4,0.41973,0.24409,0.7787,0.967,0.86622,0.92814,0.79569,0.63948,0.28272,0.78862,3.817e-06,3.817e-06,3.817e-06
472,55100.9,0.42172,0.24474,0.77918,0.9666,0.8663,0.92792,0.7954,0.64049,0.28295,0.78866,3.7081e-06,3.7081e-06,3.7081e-06
473,55217.1,0.41764,0.24352,0.77905,0.96566,0.8667,0.92787,0.7952,0.64094,0.28303,0.78868,3.5992e-06,3.5992e-06,3.5992e-06
474,55333.6,0.42154,0.24493,0.77859,0.96553,0.86684,0.92802,0.79529,0.64058,0.28292,0.78866,3.4903e-06,3.4903e-06,3.4903e-06
475,55449.7,0.41804,0.24311,0.77931,0.96371,0.86859,0.92802,0.79548,0.63986,0.28274,0.78863,3.3814e-06,3.3814e-06,3.3814e-06
476,55565.9,0.41773,0.24324,0.7796,0.96367,0.86867,0.92798,0.79553,0.63923,0.28259,0.7886,3.2725e-06,3.2725e-06,3.2725e-06
477,55682.2,0.42031,0.24397,0.77875,0.96373,0.86853,0.92798,0.79578,0.6388,0.28245,0.78858,3.1636e-06,3.1636e-06,3.1636e-06
478,55798.6,0.41658,0.24276,0.77929,0.96564,0.86689,0.92795,0.79578,0.63841,0.28233,0.78856,3.0547e-06,3.0547e-06,3.0547e-06
479,55915.2,0.42192,0.24397,0.7783,0.96596,0.8667,0.92782,0.79574,0.63859,0.28236,0.78856,2.9458e-06,2.9458e-06,2.9458e-06
480,56031.8,0.41918,0.24288,0.77855,0.96627,0.86646,0.9277,0.79554,0.63983,0.28268,0.78862,2.8369e-06,2.8369e-06,2.8369e-06
481,56148.3,0.4162,0.2423,0.77915,0.96651,0.86631,0.92776,0.7955,0.63996,0.2827,0.78863,2.728e-06,2.728e-06,2.728e-06
482,56264.9,0.4166,0.24225,0.77819,0.96661,0.86625,0.92775,0.79548,0.63967,0.2826,0.78861,2.6191e-06,2.6191e-06,2.6191e-06
483,56381.3,0.42066,0.24413,0.77899,0.96651,0.86626,0.92774,0.79549,0.63979,0.28262,0.78861,2.5102e-06,2.5102e-06,2.5102e-06
484,56497.5,0.41865,0.24404,0.7791,0.9671,0.86608,0.92767,0.79543,0.63984,0.28264,0.78861,2.4013e-06,2.4013e-06,2.4013e-06
485,56613.8,0.41573,0.24151,0.77991,0.96704,0.86602,0.92767,0.79532,0.64022,0.28273,0.78863,2.2924e-06,2.2924e-06,2.2924e-06
486,56730.2,0.41704,0.24263,0.77835,0.96611,0.86698,0.92773,0.79522,0.64041,0.28277,0.78863,2.1835e-06,2.1835e-06,2.1835e-06
487,56846.5,0.41759,0.24267,0.77933,0.96479,0.86779,0.92778,0.79535,0.64033,0.28275,0.78864,2.0746e-06,2.0746e-06,2.0746e-06
488,56962.8,0.41618,0.24194,0.77873,0.96621,0.86687,0.92778,0.79544,0.64055,0.28278,0.78864,1.9657e-06,1.9657e-06,1.9657e-06
489,57079.4,0.41798,0.24242,0.7784,0.96518,0.86771,0.92786,0.79543,0.64058,0.28278,0.78865,1.8568e-06,1.8568e-06,1.8568e-06
490,57195.7,0.41662,0.24223,0.779,0.96658,0.86667,0.92789,0.79562,0.64005,0.28265,0.78862,1.7479e-06,1.7479e-06,1.7479e-06
491,57312,0.41545,0.24166,0.77956,0.9654,0.86747,0.92777,0.79524,0.64078,0.28284,0.78866,1.639e-06,1.639e-06,1.639e-06
492,57428.3,0.41647,0.24183,0.77898,0.96961,0.86407,0.92774,0.79531,0.64056,0.28279,0.78865,1.5301e-06,1.5301e-06,1.5301e-06
493,57544.6,0.41681,0.24193,0.77896,0.96971,0.86427,0.92785,0.79537,0.64049,0.28276,0.78864,1.4212e-06,1.4212e-06,1.4212e-06
494,57661.1,0.41819,0.24281,0.77866,0.96912,0.86446,0.92777,0.79541,0.64087,0.28284,0.78865,1.3123e-06,1.3123e-06,1.3123e-06
495,57777.4,0.41436,0.24151,0.77876,0.96938,0.86431,0.92783,0.79541,0.64071,0.28278,0.78864,1.2034e-06,1.2034e-06,1.2034e-06
496,57893.8,0.41665,0.24257,0.77915,0.96957,0.86487,0.9278,0.79531,0.64098,0.28283,0.78864,1.0945e-06,1.0945e-06,1.0945e-06
497,58010.3,0.41934,0.24393,0.77874,0.96956,0.86476,0.92777,0.79521,0.64105,0.28282,0.78865,9.856e-07,9.856e-07,9.856e-07
498,58126.8,0.41721,0.24221,0.77878,0.96954,0.8646,0.92783,0.79521,0.64135,0.2829,0.78866,8.767e-07,8.767e-07,8.767e-07
499,58243.3,0.41575,0.24195,0.77889,0.96855,0.86508,0.92788,0.79529,0.64121,0.28286,0.78865,7.678e-07,7.678e-07,7.678e-07
500,58359.5,0.41434,0.24145,0.77868,0.96601,0.86704,0.92782,0.79517,0.64122,0.28285,0.78864,6.589e-07,6.589e-07,6.589e-07
