epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,15799.5,0.35549,0.22786,0.77656,0.91437,0.79873,0.87505,0.71727,0.71237,0.34461,0.80431,3.68137e-05,3.68137e-05,3.68137e-05
169,15892.6,0.34984,0.22535,0.77646,0.91883,0.7989,0.87405,0.71789,0.69803,0.34119,0.80414,3.67048e-05,3.67048e-05,3.67048e-05
170,15985.6,0.35983,0.22922,0.77583,0.90567,0.80546,0.87438,0.71601,0.70812,0.34254,0.80408,3.65959e-05,3.65959e-05,3.65959e-05
171,16078.7,0.36172,0.22915,0.77628,0.91139,0.80472,0.87527,0.71914,0.69968,0.33991,0.80352,3.6487e-05,3.6487e-05,3.6487e-05
172,16173.9,0.35431,0.2264,0.77657,0.91969,0.79834,0.87476,0.71868,0.70184,0.34133,0.80369,3.63781e-05,3.63781e-05,3.63781e-05
173,16267.1,0.35919,0.22921,0.77657,0.92304,0.80101,0.87546,0.7202,0.69688,0.33976,0.80355,3.62692e-05,3.62692e-05,3.62692e-05
174,16362.7,0.36246,0.23061,0.77679,0.91767,0.79691,0.87402,0.71792,0.70759,0.34351,0.80399,3.61603e-05,3.61603e-05,3.61603e-05
175,16455.9,0.35843,0.2289,0.77628,0.91579,0.80061,0.87204,0.71785,0.70061,0.34118,0.80325,3.60514e-05,3.60514e-05,3.60514e-05
176,16548.9,0.35785,0.22894,0.77688,0.92101,0.79766,0.87243,0.71759,0.70795,0.34301,0.8036,3.59425e-05,3.59425e-05,3.59425e-05
177,16642.2,0.36418,0.23042,0.77598,0.91431,0.7997,0.87253,0.71766,0.70134,0.34113,0.80377,3.58336e-05,3.58336e-05,3.58336e-05
178,16735.3,0.34742,0.22368,0.77589,0.90939,0.80606,0.87422,0.71721,0.70272,0.34098,0.80363,3.57247e-05,3.57247e-05,3.57247e-05
179,16828.4,0.3523,0.22683,0.77631,0.9222,0.79609,0.87413,0.71911,0.70353,0.34154,0.80374,3.56158e-05,3.56158e-05,3.56158e-05
180,16921.5,0.3594,0.22953,0.77582,0.9148,0.80376,0.87586,0.71967,0.70453,0.34087,0.80362,3.55069e-05,3.55069e-05,3.55069e-05
181,17014.6,0.35996,0.22898,0.77609,0.91989,0.80294,0.87646,0.71987,0.71054,0.34326,0.80373,3.5398e-05,3.5398e-05,3.5398e-05
182,17107.8,0.34935,0.22484,0.77612,0.92534,0.79971,0.87662,0.72016,0.70626,0.34153,0.8034,3.52891e-05,3.52891e-05,3.52891e-05
183,17203.2,0.35383,0.22572,0.77632,0.92407,0.79676,0.87408,0.71763,0.70671,0.34088,0.80362,3.51802e-05,3.51802e-05,3.51802e-05
184,17296.5,0.34678,0.22286,0.7759,0.91468,0.80141,0.876,0.72003,0.70196,0.33963,0.80317,3.50713e-05,3.50713e-05,3.50713e-05
185,17389.7,0.35389,0.22552,0.7758,0.92107,0.80312,0.87628,0.72185,0.69197,0.33676,0.80271,3.49624e-05,3.49624e-05,3.49624e-05
186,17485,0.34496,0.22175,0.77507,0.9116,0.80222,0.87316,0.719,0.69804,0.33812,0.80313,3.48535e-05,3.48535e-05,3.48535e-05
187,17578,0.34813,0.22437,0.77572,0.91813,0.80196,0.87605,0.72084,0.69731,0.33803,0.80285,3.47446e-05,3.47446e-05,3.47446e-05
188,17671,0.35797,0.22785,0.77598,0.9182,0.80144,0.87477,0.71911,0.69754,0.33766,0.80349,3.46357e-05,3.46357e-05,3.46357e-05
189,17764.2,0.35372,0.22463,0.77579,0.9273,0.79699,0.87686,0.72252,0.68797,0.33464,0.80277,3.45268e-05,3.45268e-05,3.45268e-05
190,17859.5,0.35144,0.22477,0.77568,0.92764,0.7986,0.87831,0.7234,0.69303,0.33535,0.80261,3.44179e-05,3.44179e-05,3.44179e-05
191,17955,0.35072,0.22388,0.77567,0.92613,0.80241,0.87872,0.72263,0.69882,0.33674,0.80262,3.4309e-05,3.4309e-05,3.4309e-05
192,18048,0.34636,0.22181,0.77567,0.93046,0.79619,0.8781,0.7223,0.69863,0.33672,0.8029,3.42001e-05,3.42001e-05,3.42001e-05
193,18141,0.34449,0.22267,0.77565,0.91131,0.80866,0.87642,0.72226,0.68928,0.33453,0.80234,3.40912e-05,3.40912e-05,3.40912e-05
194,18233.9,0.34553,0.22151,0.77499,0.91347,0.80228,0.8751,0.7221,0.68924,0.33508,0.80233,3.39823e-05,3.39823e-05,3.39823e-05
195,18327.3,0.35125,0.22377,0.77576,0.90994,0.80476,0.87399,0.72209,0.68455,0.33354,0.80221,3.38734e-05,3.38734e-05,3.38734e-05
196,18420.3,0.34377,0.22065,0.77561,0.91351,0.80829,0.87501,0.72331,0.68433,0.33327,0.80194,3.37645e-05,3.37645e-05,3.37645e-05
197,18513.4,0.34668,0.22225,0.7755,0.91739,0.80249,0.87707,0.72237,0.69231,0.33626,0.80218,3.36556e-05,3.36556e-05,3.36556e-05
198,18606.6,0.34528,0.22051,0.77469,0.92438,0.79939,0.87843,0.72317,0.69324,0.33529,0.80209,3.35467e-05,3.35467e-05,3.35467e-05
199,18699.6,0.34013,0.21848,0.77503,0.92579,0.7991,0.87713,0.72203,0.69409,0.33587,0.80195,3.34378e-05,3.34378e-05,3.34378e-05
200,18792.7,0.34046,0.21866,0.77488,0.92367,0.79727,0.87688,0.72292,0.69013,0.33421,0.80207,3.33289e-05,3.33289e-05,3.33289e-05
201,18885.6,0.3368,0.21753,0.77603,0.92109,0.79677,0.87654,0.72307,0.69059,0.33411,0.8024,3.322e-05,3.322e-05,3.322e-05
202,18978.7,0.34507,0.22194,0.77477,0.9218,0.79656,0.87506,0.72325,0.68826,0.33412,0.80203,3.31111e-05,3.31111e-05,3.31111e-05
203,19072,0.34477,0.22077,0.77538,0.92134,0.80112,0.87549,0.72192,0.69532,0.33522,0.80234,3.30022e-05,3.30022e-05,3.30022e-05
204,19164.8,0.34317,0.21926,0.77543,0.92778,0.79696,0.87756,0.72576,0.68633,0.33312,0.80169,3.28933e-05,3.28933e-05,3.28933e-05
205,19260.1,0.33611,0.21697,0.77509,0.92426,0.80251,0.87813,0.72718,0.68111,0.33114,0.80137,3.27844e-05,3.27844e-05,3.27844e-05
206,19355.6,0.34324,0.21963,0.77503,0.92869,0.80149,0.87921,0.72613,0.69176,0.33301,0.80187,3.26755e-05,3.26755e-05,3.26755e-05
207,19448.7,0.33705,0.21701,0.77536,0.92417,0.809,0.8801,0.72726,0.68614,0.33077,0.80152,3.25666e-05,3.25666e-05,3.25666e-05
208,19544.3,0.34257,0.22031,0.77526,0.92141,0.80648,0.87946,0.72681,0.68587,0.33174,0.80157,3.24577e-05,3.24577e-05,3.24577e-05
209,19637.5,0.3396,0.21901,0.77524,0.92056,0.80863,0.87952,0.72664,0.67943,0.32979,0.80132,3.23488e-05,3.23488e-05,3.23488e-05
210,19730.6,0.33567,0.21674,0.77451,0.91748,0.80923,0.87818,0.72423,0.68827,0.33165,0.80177,3.22399e-05,3.22399e-05,3.22399e-05
211,19823.6,0.33833,0.21718,0.77492,0.91903,0.80816,0.87834,0.72617,0.68572,0.33079,0.80165,3.2131e-05,3.2131e-05,3.2131e-05
212,19916.8,0.33786,0.21784,0.77478,0.9165,0.81223,0.87882,0.72553,0.69069,0.3317,0.80184,3.20221e-05,3.20221e-05,3.20221e-05
213,20009.9,0.33655,0.21739,0.77506,0.9271,0.80784,0.87894,0.72559,0.69131,0.33163,0.80185,3.19132e-05,3.19132e-05,3.19132e-05
214,20103,0.33263,0.21432,0.77437,0.92472,0.80771,0.88065,0.72861,0.68105,0.32883,0.80135,3.18043e-05,3.18043e-05,3.18043e-05
215,20198.5,0.33647,0.21605,0.77372,0.92569,0.80783,0.88041,0.72939,0.68118,0.32876,0.80124,3.16954e-05,3.16954e-05,3.16954e-05
216,20294,0.33386,0.21534,0.77404,0.92059,0.80731,0.87833,0.72729,0.68494,0.32942,0.80132,3.15865e-05,3.15865e-05,3.15865e-05
217,20386.9,0.33177,0.215,0.77527,0.92034,0.8096,0.87729,0.72747,0.68072,0.32857,0.80119,3.14776e-05,3.14776e-05,3.14776e-05
218,20479.9,0.33325,0.21523,0.77428,0.92044,0.80443,0.87864,0.72731,0.68853,0.33047,0.80147,3.13687e-05,3.13687e-05,3.13687e-05
219,20573.2,0.33559,0.21536,0.7739,0.92011,0.80652,0.87944,0.72644,0.69627,0.3327,0.80172,3.12598e-05,3.12598e-05,3.12598e-05
220,20666,0.33328,0.21483,0.77507,0.90877,0.81166,0.87926,0.7274,0.68334,0.32931,0.8011,3.11509e-05,3.11509e-05,3.11509e-05
221,20759.1,0.33617,0.21559,0.77391,0.9052,0.81777,0.87899,0.72626,0.68303,0.32874,0.80101,3.1042e-05,3.1042e-05,3.1042e-05
222,20851.9,0.33242,0.21404,0.77431,0.91701,0.80731,0.87884,0.72752,0.68194,0.32896,0.80099,3.09331e-05,3.09331e-05,3.09331e-05
223,20944.9,0.32788,0.21206,0.77432,0.91455,0.81056,0.87856,0.72805,0.68212,0.32846,0.80087,3.08242e-05,3.08242e-05,3.08242e-05
224,21037.9,0.33474,0.21548,0.77448,0.92325,0.8061,0.8796,0.72835,0.68265,0.32846,0.80098,3.07153e-05,3.07153e-05,3.07153e-05
225,21131,0.33094,0.21362,0.77408,0.92203,0.80436,0.87883,0.72699,0.68194,0.32764,0.80087,3.06064e-05,3.06064e-05,3.06064e-05
226,21223.8,0.329,0.21265,0.77537,0.92276,0.80667,0.87955,0.72786,0.67822,0.32743,0.80083,3.04975e-05,3.04975e-05,3.04975e-05
227,21317.1,0.33251,0.21333,0.77388,0.92928,0.80496,0.88204,0.72848,0.68482,0.32827,0.80092,3.03886e-05,3.03886e-05,3.03886e-05
228,21410.2,0.33736,0.21523,0.77348,0.92077,0.80827,0.87987,0.72899,0.68323,0.32861,0.80082,3.02797e-05,3.02797e-05,3.02797e-05
229,21503,0.32229,0.20943,0.77398,0.92576,0.81269,0.88201,0.73008,0.67957,0.32721,0.80073,3.01708e-05,3.01708e-05,3.01708e-05
230,21598.4,0.32806,0.21195,0.77453,0.92717,0.81008,0.88213,0.73102,0.68023,0.32644,0.80085,3.00619e-05,3.00619e-05,3.00619e-05
231,21693.6,0.33179,0.21309,0.77408,0.93377,0.8083,0.88413,0.73196,0.6828,0.32794,0.80077,2.9953e-05,2.9953e-05,2.9953e-05
232,21789,0.32908,0.21178,0.77404,0.931,0.81017,0.88387,0.7307,0.68387,0.32753,0.80075,2.98441e-05,2.98441e-05,2.98441e-05
233,21882,0.32245,0.20995,0.77392,0.92904,0.80882,0.88226,0.73241,0.67162,0.32472,0.80025,2.97352e-05,2.97352e-05,2.97352e-05
234,21977.2,0.32861,0.21191,0.77437,0.91418,0.81708,0.88134,0.73135,0.67441,0.32478,0.8003,2.96263e-05,2.96263e-05,2.96263e-05
235,22070.2,0.32145,0.20835,0.77361,0.92657,0.80895,0.88183,0.73157,0.67846,0.32569,0.80032,2.95174e-05,2.95174e-05,2.95174e-05
236,22163.3,0.33092,0.21274,0.77415,0.91788,0.81448,0.88165,0.73046,0.67864,0.32578,0.80033,2.94085e-05,2.94085e-05,2.94085e-05
237,22256.3,0.32587,0.21064,0.77362,0.91263,0.82047,0.88325,0.73186,0.6722,0.32334,0.80023,2.92996e-05,2.92996e-05,2.92996e-05
238,22349.2,0.32706,0.21149,0.77407,0.92087,0.81483,0.88261,0.73167,0.67023,0.32259,0.80029,2.91907e-05,2.91907e-05,2.91907e-05
239,22442.4,0.33071,0.21241,0.77363,0.91697,0.81547,0.88295,0.7321,0.66686,0.32201,0.79999,2.90818e-05,2.90818e-05,2.90818e-05
240,22535.5,0.32895,0.2116,0.77372,0.91836,0.81416,0.88298,0.73162,0.66722,0.32246,0.80006,2.89729e-05,2.89729e-05,2.89729e-05
241,22628.7,0.3296,0.21293,0.77406,0.91295,0.82136,0.88318,0.7333,0.66376,0.32204,0.79982,2.8864e-05,2.8864e-05,2.8864e-05
242,22724.1,0.32791,0.21131,0.77355,0.92276,0.81411,0.88174,0.73175,0.66411,0.32237,0.79984,2.87551e-05,2.87551e-05,2.87551e-05
243,22817.2,0.32358,0.20992,0.77346,0.91838,0.81615,0.88108,0.73247,0.66202,0.3213,0.79968,2.86462e-05,2.86462e-05,2.86462e-05
244,22910.4,0.32366,0.20993,0.77277,0.92099,0.81171,0.88078,0.73288,0.66232,0.32112,0.79949,2.85373e-05,2.85373e-05,2.85373e-05
245,23003.7,0.32785,0.21128,0.77398,0.92835,0.80546,0.88051,0.73171,0.67061,0.32302,0.79989,2.84284e-05,2.84284e-05,2.84284e-05
246,23096.8,0.32474,0.21,0.77324,0.9221,0.81111,0.88141,0.7323,0.6716,0.32342,0.80011,2.83195e-05,2.83195e-05,2.83195e-05
247,23189.6,0.32357,0.20863,0.77373,0.9245,0.81272,0.88271,0.73333,0.66859,0.32221,0.79992,2.82106e-05,2.82106e-05,2.82106e-05
248,23282.7,0.32151,0.20767,0.77352,0.92141,0.81608,0.884,0.73402,0.67235,0.32259,0.80011,2.81017e-05,2.81017e-05,2.81017e-05
249,23378.2,0.32139,0.20789,0.7729,0.92601,0.81449,0.88388,0.73369,0.67145,0.32262,0.80001,2.79928e-05,2.79928e-05,2.79928e-05
250,23471.1,0.31917,0.20747,0.77306,0.92075,0.81606,0.88225,0.7335,0.66982,0.32214,0.79989,2.78839e-05,2.78839e-05,2.78839e-05
251,23564.2,0.32072,0.20709,0.77414,0.92328,0.81526,0.88406,0.73456,0.67281,0.3226,0.79973,2.7775e-05,2.7775e-05,2.7775e-05
252,23659.6,0.32709,0.21085,0.77344,0.92735,0.8146,0.88453,0.73387,0.67555,0.32317,0.8001,2.76661e-05,2.76661e-05,2.76661e-05
253,23752.7,0.31936,0.20722,0.77283,0.92799,0.81457,0.88435,0.73269,0.67631,0.32294,0.79996,2.75572e-05,2.75572e-05,2.75572e-05
254,23845.8,0.31903,0.207,0.77298,0.93251,0.80876,0.88257,0.7328,0.67686,0.32349,0.79987,2.74483e-05,2.74483e-05,2.74483e-05
255,23939.1,0.32215,0.20818,0.77292,0.92341,0.81797,0.88257,0.73252,0.67435,0.32275,0.79972,2.73394e-05,2.73394e-05,2.73394e-05
256,24032.2,0.32536,0.20874,0.77329,0.92833,0.81536,0.88443,0.73365,0.67246,0.32202,0.79965,2.72305e-05,2.72305e-05,2.72305e-05
257,24125.2,0.32037,0.20614,0.77304,0.91869,0.82072,0.8846,0.73396,0.67187,0.32182,0.79957,2.71216e-05,2.71216e-05,2.71216e-05
258,24218.1,0.31445,0.20481,0.77281,0.9194,0.81759,0.8835,0.73349,0.66911,0.3209,0.79942,2.70127e-05,2.70127e-05,2.70127e-05
259,24311.1,0.31996,0.20694,0.77297,0.92271,0.81711,0.88487,0.73474,0.6678,0.32049,0.79937,2.69038e-05,2.69038e-05,2.69038e-05
260,24406.3,0.32401,0.20774,0.77314,0.92418,0.81715,0.88473,0.73427,0.66828,0.32026,0.79929,2.67949e-05,2.67949e-05,2.67949e-05
261,24499.3,0.31643,0.20584,0.77331,0.93438,0.80857,0.88473,0.73487,0.66683,0.32016,0.79927,2.6686e-05,2.6686e-05,2.6686e-05
262,24594.7,0.32274,0.20857,0.77315,0.93134,0.81297,0.88562,0.73678,0.66177,0.31819,0.79898,2.65771e-05,2.65771e-05,2.65771e-05
263,24690,0.31662,0.20517,0.77333,0.93128,0.8111,0.8848,0.7349,0.66779,0.31982,0.79922,2.64682e-05,2.64682e-05,2.64682e-05
264,24783,0.31105,0.20316,0.77296,0.93361,0.8092,0.88548,0.73461,0.66891,0.31985,0.79927,2.63593e-05,2.63593e-05,2.63593e-05
265,24876.1,0.31681,0.20433,0.77264,0.93079,0.81253,0.88575,0.73564,0.66733,0.31958,0.79927,2.62504e-05,2.62504e-05,2.62504e-05
266,24969.1,0.31377,0.20371,0.77264,0.92458,0.81889,0.88619,0.73618,0.66567,0.31877,0.79903,2.61415e-05,2.61415e-05,2.61415e-05
267,25062.3,0.31507,0.20482,0.77175,0.92748,0.82156,0.88709,0.73847,0.6642,0.31834,0.79918,2.60326e-05,2.60326e-05,2.60326e-05
268,25157.6,0.31896,0.20707,0.77337,0.92644,0.82011,0.88702,0.73913,0.66162,0.31774,0.79886,2.59237e-05,2.59237e-05,2.59237e-05
269,25252.9,0.31276,0.20317,0.77278,0.92949,0.81765,0.8876,0.73933,0.6634,0.31836,0.7988,2.58148e-05,2.58148e-05,2.58148e-05
270,25348.4,0.31554,0.20459,0.77291,0.92513,0.82288,0.88769,0.73993,0.66342,0.31855,0.79868,2.57059e-05,2.57059e-05,2.57059e-05
271,25444,0.31687,0.20435,0.77313,0.9304,0.81869,0.88806,0.7387,0.66423,0.31913,0.79889,2.5597e-05,2.5597e-05,2.5597e-05
272,25537,0.31048,0.20275,0.77243,0.93063,0.82136,0.88808,0.74005,0.66046,0.31753,0.79861,2.54881e-05,2.54881e-05,2.54881e-05
273,25632.4,0.3181,0.20511,0.77245,0.93531,0.81936,0.88863,0.73969,0.66341,0.31762,0.79865,2.53792e-05,2.53792e-05,2.53792e-05
274,25725.6,0.31181,0.20225,0.77347,0.93448,0.81746,0.88857,0.73913,0.6644,0.31817,0.79885,2.52703e-05,2.52703e-05,2.52703e-05
275,25818.8,0.31144,0.20187,0.77236,0.93562,0.81962,0.88928,0.7397,0.66102,0.31695,0.79866,2.51614e-05,2.51614e-05,2.51614e-05
276,25911.8,0.31429,0.20362,0.77283,0.93893,0.81522,0.88889,0.73926,0.66293,0.31734,0.79858,2.50525e-05,2.50525e-05,2.50525e-05
277,26004.7,0.30971,0.20172,0.77281,0.93831,0.81592,0.88891,0.74031,0.66101,0.31649,0.79852,2.49436e-05,2.49436e-05,2.49436e-05
278,26100.2,0.31678,0.20427,0.77253,0.9329,0.81896,0.88917,0.74031,0.66006,0.31635,0.79856,2.48347e-05,2.48347e-05,2.48347e-05
279,26195.7,0.31675,0.20467,0.77254,0.93722,0.81622,0.88967,0.74017,0.66158,0.31667,0.79851,2.47258e-05,2.47258e-05,2.47258e-05
280,26289,0.31427,0.20362,0.77214,0.93927,0.81453,0.88935,0.74016,0.65945,0.31629,0.79845,2.46169e-05,2.46169e-05,2.46169e-05
281,26381.9,0.31132,0.20203,0.77288,0.93591,0.81874,0.88918,0.74037,0.6583,0.31563,0.79828,2.4508e-05,2.4508e-05,2.4508e-05
282,26477.3,0.31259,0.20253,0.77265,0.93864,0.81782,0.88892,0.74013,0.65593,0.31523,0.7982,2.43991e-05,2.43991e-05,2.43991e-05
283,26570,0.30663,0.20003,0.77279,0.93934,0.81747,0.88922,0.73989,0.65589,0.31472,0.79836,2.42902e-05,2.42902e-05,2.42902e-05
284,26662.9,0.31013,0.20247,0.77267,0.93843,0.81923,0.88829,0.73947,0.65661,0.31484,0.79838,2.41813e-05,2.41813e-05,2.41813e-05
285,26755.9,0.31292,0.20308,0.77233,0.9427,0.81634,0.88809,0.73999,0.65561,0.31459,0.7983,2.40724e-05,2.40724e-05,2.40724e-05
286,26849.1,0.31693,0.20458,0.77263,0.94097,0.81528,0.88796,0.73934,0.65818,0.31491,0.79832,2.39635e-05,2.39635e-05,2.39635e-05
287,26942.1,0.30628,0.20044,0.77224,0.94453,0.81304,0.88795,0.74011,0.65734,0.31489,0.79827,2.38546e-05,2.38546e-05,2.38546e-05
288,27035.1,0.31485,0.20353,0.77174,0.93645,0.81645,0.88803,0.73999,0.65554,0.31433,0.79829,2.37457e-05,2.37457e-05,2.37457e-05
289,27127.9,0.30285,0.19919,0.7719,0.93375,0.81439,0.88729,0.7392,0.65791,0.31506,0.79845,2.36368e-05,2.36368e-05,2.36368e-05
290,27221.1,0.31474,0.20424,0.77202,0.93272,0.81724,0.88723,0.73966,0.65601,0.31467,0.79821,2.35279e-05,2.35279e-05,2.35279e-05
291,27314.2,0.31139,0.20304,0.77229,0.93642,0.81468,0.88715,0.74021,0.65551,0.31468,0.79825,2.3419e-05,2.3419e-05,2.3419e-05
292,27406.9,0.31038,0.20195,0.77304,0.92981,0.81735,0.88749,0.74075,0.6544,0.31427,0.79806,2.33101e-05,2.33101e-05,2.33101e-05
293,27502.5,0.31188,0.2012,0.77242,0.93053,0.81702,0.88703,0.74067,0.6571,0.31486,0.7981,2.32012e-05,2.32012e-05,2.32012e-05
294,27595.9,0.31553,0.20317,0.772,0.93019,0.81901,0.8882,0.74165,0.65435,0.31364,0.79804,2.30923e-05,2.30923e-05,2.30923e-05
295,27691.3,0.31002,0.2003,0.77248,0.93792,0.81203,0.88811,0.74057,0.65759,0.31483,0.79825,2.29834e-05,2.29834e-05,2.29834e-05
296,27784.5,0.30964,0.20025,0.77216,0.92283,0.82185,0.88803,0.74087,0.6574,0.31442,0.79821,2.28745e-05,2.28745e-05,2.28745e-05
297,27877.6,0.31178,0.20199,0.77242,0.9392,0.81379,0.88899,0.74218,0.65533,0.3139,0.79814,2.27656e-05,2.27656e-05,2.27656e-05
298,27972.9,0.30486,0.19993,0.77279,0.93584,0.81709,0.88839,0.7412,0.65669,0.31403,0.79816,2.26567e-05,2.26567e-05,2.26567e-05
299,28065.6,0.30626,0.20084,0.77277,0.92667,0.82579,0.88876,0.74104,0.65716,0.31416,0.79815,2.25478e-05,2.25478e-05,2.25478e-05
300,28158.6,0.3067,0.2007,0.77255,0.93237,0.8215,0.88922,0.74111,0.6603,0.3147,0.79806,2.24389e-05,2.24389e-05,2.24389e-05
301,28251.7,0.31072,0.20222,0.77271,0.94189,0.81831,0.88997,0.74166,0.66004,0.31427,0.79813,2.233e-05,2.233e-05,2.233e-05
302,28344.5,0.30503,0.20003,0.77269,0.94472,0.81515,0.88886,0.74108,0.65964,0.31413,0.79813,2.22211e-05,2.22211e-05,2.22211e-05
303,28437.3,0.30315,0.19906,0.7732,0.93764,0.8171,0.88828,0.74029,0.66125,0.31473,0.79819,2.21122e-05,2.21122e-05,2.21122e-05
304,28530.4,0.30151,0.19787,0.77276,0.94046,0.8158,0.88861,0.74069,0.66105,0.3148,0.79814,2.20033e-05,2.20033e-05,2.20033e-05
305,28623.6,0.30911,0.20065,0.77199,0.94449,0.81435,0.88882,0.74101,0.65921,0.31411,0.79817,2.18944e-05,2.18944e-05,2.18944e-05
306,28716.6,0.30167,0.19769,0.7725,0.93895,0.8178,0.88903,0.7422,0.65774,0.31381,0.79807,2.17855e-05,2.17855e-05,2.17855e-05
307,28812.5,0.30945,0.20077,0.77177,0.93915,0.81604,0.88913,0.74162,0.65904,0.31426,0.79807,2.16766e-05,2.16766e-05,2.16766e-05
308,28905.2,0.30297,0.19815,0.7722,0.93926,0.81657,0.88984,0.74218,0.65753,0.31362,0.79782,2.15677e-05,2.15677e-05,2.15677e-05
309,29000.7,0.30156,0.19749,0.7719,0.93828,0.81775,0.88953,0.74186,0.65754,0.31358,0.79784,2.14588e-05,2.14588e-05,2.14588e-05
310,29093.5,0.30033,0.19628,0.77188,0.94281,0.81432,0.88861,0.74195,0.65673,0.31322,0.79776,2.13499e-05,2.13499e-05,2.13499e-05
311,29186.7,0.29851,0.19503,0.77161,0.93995,0.81673,0.88865,0.74194,0.65745,0.31326,0.79771,2.1241e-05,2.1241e-05,2.1241e-05
312,29279.8,0.30409,0.19814,0.77202,0.93839,0.81928,0.88856,0.74213,0.65943,0.31362,0.79783,2.11321e-05,2.11321e-05,2.11321e-05
313,29372.8,0.30154,0.19699,0.77233,0.93198,0.82233,0.8885,0.74175,0.65823,0.31314,0.79778,2.10232e-05,2.10232e-05,2.10232e-05
314,29465.8,0.30098,0.1965,0.77193,0.93399,0.81995,0.88825,0.74093,0.65965,0.31348,0.79784,2.09143e-05,2.09143e-05,2.09143e-05
315,29559,0.30215,0.19775,0.77216,0.9326,0.8209,0.8893,0.74151,0.66031,0.31349,0.79782,2.08054e-05,2.08054e-05,2.08054e-05
316,29651.8,0.29662,0.19485,0.77157,0.93474,0.81927,0.88959,0.74189,0.65983,0.31327,0.79774,2.06965e-05,2.06965e-05,2.06965e-05
317,29744.8,0.3009,0.19746,0.77149,0.93968,0.81708,0.88921,0.74178,0.65772,0.31281,0.7976,2.05876e-05,2.05876e-05,2.05876e-05
318,29838.1,0.30498,0.19824,0.77235,0.94216,0.81818,0.88955,0.74185,0.65767,0.31296,0.79764,2.04787e-05,2.04787e-05,2.04787e-05
319,29931.3,0.29865,0.19522,0.77127,0.93889,0.82026,0.89016,0.74192,0.65986,0.31319,0.79777,2.03698e-05,2.03698e-05,2.03698e-05
320,30024.3,0.29826,0.19574,0.77192,0.94046,0.81825,0.89023,0.74246,0.659,0.31272,0.79774,2.02609e-05,2.02609e-05,2.02609e-05
321,30119.7,0.30163,0.19633,0.77172,0.93725,0.82046,0.8908,0.74391,0.6554,0.3119,0.79753,2.0152e-05,2.0152e-05,2.0152e-05
322,30215.1,0.30011,0.19525,0.77107,0.93973,0.81736,0.89022,0.74393,0.65453,0.31161,0.79751,2.00431e-05,2.00431e-05,2.00431e-05
323,30308.3,0.30353,0.19629,0.77051,0.94278,0.81556,0.89074,0.74404,0.655,0.31157,0.79751,1.99342e-05,1.99342e-05,1.99342e-05
324,30403.7,0.29821,0.19431,0.77134,0.93914,0.81599,0.89034,0.74415,0.65396,0.31141,0.7974,1.98253e-05,1.98253e-05,1.98253e-05
325,30499,0.2969,0.19475,0.77208,0.93268,0.82177,0.89091,0.74527,0.6523,0.31087,0.79725,1.97164e-05,1.97164e-05,1.97164e-05
326,30594.3,0.29567,0.19349,0.77223,0.93433,0.82088,0.89136,0.74556,0.65304,0.31084,0.7973,1.96075e-05,1.96075e-05,1.96075e-05
327,30689.9,0.30144,0.19586,0.77164,0.93445,0.82158,0.8911,0.74587,0.65197,0.31045,0.79716,1.94986e-05,1.94986e-05,1.94986e-05
328,30785.3,0.29694,0.19447,0.77192,0.94044,0.81821,0.89133,0.7458,0.65096,0.31013,0.79708,1.93897e-05,1.93897e-05,1.93897e-05
329,30878.2,0.29925,0.19484,0.77205,0.93773,0.82071,0.89146,0.74573,0.65315,0.31061,0.79716,1.92808e-05,1.92808e-05,1.92808e-05
330,30971.4,0.29752,0.19446,0.77069,0.9381,0.82063,0.89164,0.74574,0.65198,0.31006,0.79703,1.91719e-05,1.91719e-05,1.91719e-05
331,31064.7,0.29832,0.19479,0.77096,0.94194,0.81914,0.89169,0.7461,0.65074,0.3098,0.79698,1.9063e-05,1.9063e-05,1.9063e-05
332,31160,0.29935,0.19502,0.77087,0.94315,0.81703,0.89174,0.7455,0.65187,0.31007,0.79697,1.89541e-05,1.89541e-05,1.89541e-05
333,31253.2,0.29815,0.19414,0.77059,0.94435,0.81763,0.89175,0.74582,0.65097,0.3098,0.79697,1.88452e-05,1.88452e-05,1.88452e-05
334,31346,0.29623,0.19407,0.77216,0.94236,0.81925,0.89209,0.74625,0.65095,0.30963,0.79694,1.87363e-05,1.87363e-05,1.87363e-05
335,31441.3,0.29443,0.19334,0.77108,0.94405,0.81818,0.89153,0.74557,0.65125,0.30941,0.797,1.86274e-05,1.86274e-05,1.86274e-05
336,31534,0.28973,0.19112,0.77185,0.93382,0.82162,0.89101,0.74549,0.65236,0.30969,0.79704,1.85185e-05,1.85185e-05,1.85185e-05
337,31626.9,0.29549,0.19339,0.77088,0.93228,0.82332,0.89138,0.74554,0.65174,0.3095,0.79695,1.84096e-05,1.84096e-05,1.84096e-05
338,31720,0.29534,0.19354,0.77147,0.93895,0.81888,0.891,0.74541,0.65142,0.30935,0.79697,1.83007e-05,1.83007e-05,1.83007e-05
339,31812.9,0.29186,0.19226,0.77195,0.93851,0.82019,0.89156,0.74597,0.65057,0.30919,0.79685,1.81918e-05,1.81918e-05,1.81918e-05
